id,label
547,2
548,0
549,0
550,0
551,0
552,0
553,1
554,2
555,0
556,1
557,0
558,2
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0
569,2
570,2
571,1
572,1
573,2
574,0
575,0
576,0
577,0
578,2
579,1
580,0
581,2
582,1
583,0
584,0
585,0
586,1
587,0
588,1
589,2
590,0
591,0
592,1
593,0
594,0
595,0
596,0
597,2
598,0
599,0
600,2
601,0
602,1
603,1
604,2
605,0
606,0
607,1
608,2
609,0
610,0
611,1
612,0
613,2
614,2
615,0
616,0
617,2
618,2
619,0
620,0
621,0
622,0
623,1
624,0
625,0
626,2
627,2
628,1
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,1
638,0
639,0
640,0
641,0
642,0
643,0
644,2
645,0
646,0
647,0
648,0
649,0
650,0
651,0
652,0
653,2
654,2
655,0
656,0
657,0
658,0
659,1
660,0
661,0
662,0
663,0
664,2
665,0
666,2
667,2
668,0
669,2
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,1
680,0
681,2
682,0
683,1
684,0
685,2
686,0
687,2
688,0
689,2
690,0
691,0
692,0
693,1
694,0
695,2
696,0
697,0
698,1
699,0
700,0
701,1
702,2
703,2
704,1
705,0
706,0
707,1
708,0
709,1
710,0
711,0
712,2
713,0
714,2
715,2
716,0
717,0
718,0
719,2
720,0
721,1
722,0
723,0
724,1
725,2
726,0
727,0
728,0
729,0
730,0
731,2
732,0
733,2
734,0
735,2
736,1
737,1
738,1
739,2
740,0
741,2
742,0
743,1
744,1
745,0
746,0
747,1
748,1
749,0
750,2
751,0
752,2
753,0
754,1
755,2
756,0
757,0
758,0
759,0
760,0
761,2
762,1
763,0
764,0
765,0
766,0
767,0
768,1
769,0
770,2
771,0
772,0
773,0
774,2
775,0
776,0
777,0
778,0
779,0
780,0
781,2
782,0
783,1
784,1
785,0
786,0
787,0
788,1
789,0
790,2
791,0
792,0
793,0
794,0
795,1
796,2
797,2
798,0
799,2
800,2
801,0
802,0
803,0
804,0
805,0
806,0
807,2
808,0
809,0
810,0
811,0
812,2
813,2
814,0
815,2
816,2
817,2
818,2
819,2
820,0
821,0
822,0
823,1
824,0
825,0
826,2
827,0
828,0
829,2
830,0
831,2
832,1
833,1
834,0
835,0
836,0
837,2
838,0
839,0
840,2
841,0
842,0
843,0
844,0
845,2
846,2
847,0
848,0
849,0
850,0
851,2
852,2
853,2
854,1
855,2
856,2
857,2
858,1
859,1
860,1
861,2
862,1
863,0
864,2
865,2
866,2
867,0
868,1
869,0
870,2
871,1
872,0
873,0
874,0
875,0
876,0
877,2
878,2
879,0
880,0
881,2
882,2
883,2
884,0
885,1
886,0
887,1
888,2
889,1
890,0
891,0
892,0
893,0
894,0
895,0
896,0
897,2
898,0
899,1
900,0
901,2
902,0
903,0
904,0
905,1
906,0
907,0
908,0
909,0
910,0
911,0
912,0
913,0
914,0
915,1
916,0
917,0
918,2
919,0
920,0
921,2
922,0
923,0
924,1
925,2
926,0
927,0
928,0
929,0
930,2
931,1
932,0
933,0
934,2
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,2
943,1
944,0
945,0
946,2
947,2
948,0
949,0
950,0
951,2
952,2
953,2
954,1
955,0
956,2
957,1
958,0
959,0
960,0
961,2
962,0
963,1
964,2
965,1
966,2
967,0
968,0
969,1
970,1
971,2
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,2
980,0
981,2
982,2
983,0
984,0
985,1
986,1
987,0
988,1
989,0
990,1
991,2
992,0
993,2
994,0
995,2
996,0
997,0
998,0
999,0
1000,0
1001,2
1002,2
1003,0
1004,1
1005,0
1006,1
1007,1
1008,2
1009,0
1010,1
1011,1
1012,0
1013,2
1014,0
1015,0
1016,0
1017,0
1018,1
1019,0
1020,0
1021,0
1022,2
1023,2
1024,0
1025,0
1026,0
1027,0
1028,0
1029,1
1030,2
1031,0
1032,2
1033,1
1034,0
1035,0
1036,0
1037,0
1038,0
1039,0
1040,0
1041,0
1042,2
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,2
1050,1
1051,0
1052,0
1053,2
1054,0
1055,2
1056,0
1057,2
1058,0
1059,0
1060,0
1061,1
1062,0
1063,2
1064,0
1065,0
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,2
1079,2
1080,0
1081,2
1082,2
1083,0
1084,1
1085,1
1086,0
1087,1
1088,1
1089,1
1090,1
1091,2
1092,1
1093,0
1094,1
1095,0
1096,1
1097,1
1098,0
1099,0
1100,2
1101,2
1102,2
1103,0
1104,0
1105,1
1106,1
1107,0
1108,1
1109,0
1110,0
1111,0
1112,0
1113,0
1114,0
1115,0
1116,0
1117,1
1118,2
1119,1
1120,2
1121,2
1122,1
1123,0
1124,0
1125,0
1126,0
1127,2
1128,1
1129,1
1130,0
1131,1
1132,1
1133,0
1134,0
1135,0
1136,0
1137,2
1138,0
1139,0
1140,0
1141,0
1142,0
1143,0
1144,1
1145,0
1146,0
1147,0
1148,1
1149,1
1150,0
1151,0
1152,0
1153,0
1154,0
